ORTHOLOG_GRP	NUM_MISSING	ALL_SINGLE	Anasp1	Neosp1	Orpsp1_1	Pirfi3
ORTHO_5509	0	yes	1	1	1	1
ORTHO_5510	0	yes	1	1	1	1
ORTHO_5512	0	yes	1	1	1	1
ORTHO_5513	0	yes	1	1	1	1
ORTHO_5514	0	yes	1	1	1	1
ORTHO_5515	0	yes	1	1	1	1
ORTHO_5516	0	yes	1	1	1	1
ORTHO_5517	0	yes	1	1	1	1
ORTHO_5519	0	yes	1	1	1	1
ORTHO_5520	0	yes	1	1	1	1
ORTHO_5521	0	yes	1	1	1	1
ORTHO_5522	0	yes	1	1	1	1
ORTHO_5523	0	yes	1	1	1	1
ORTHO_5526	0	yes	1	1	1	1
ORTHO_5527	0	yes	1	1	1	1
ORTHO_5528	0	yes	1	1	1	1
ORTHO_5529	0	yes	1	1	1	1
ORTHO_5531	0	yes	1	1	1	1
ORTHO_5532	0	yes	1	1	1	1
ORTHO_5533	0	yes	1	1	1	1
ORTHO_5534	0	yes	1	1	1	1
ORTHO_5535	0	yes	1	1	1	1
ORTHO_5536	0	yes	1	1	1	1
ORTHO_5538	0	yes	1	1	1	1
ORTHO_5539	0	yes	1	1	1	1
ORTHO_5541	0	yes	1	1	1	1
ORTHO_5543	0	yes	1	1	1	1
ORTHO_5544	0	yes	1	1	1	1
ORTHO_5545	0	yes	1	1	1	1
ORTHO_5546	0	yes	1	1	1	1
ORTHO_5548	0	yes	1	1	1	1
ORTHO_5549	0	yes	1	1	1	1
ORTHO_5552	0	yes	1	1	1	1
ORTHO_5553	0	yes	1	1	1	1
ORTHO_5554	0	yes	1	1	1	1
ORTHO_5555	0	yes	1	1	1	1
ORTHO_5556	0	yes	1	1	1	1
ORTHO_5557	0	yes	1	1	1	1
ORTHO_5558	0	yes	1	1	1	1
ORTHO_5560	0	yes	1	1	1	1
ORTHO_5561	0	yes	1	1	1	1
ORTHO_5562	0	yes	1	1	1	1
ORTHO_5563	0	yes	1	1	1	1
ORTHO_5564	0	yes	1	1	1	1
ORTHO_5565	0	yes	1	1	1	1
ORTHO_5566	0	yes	1	1	1	1
ORTHO_5567	0	yes	1	1	1	1
ORTHO_5568	0	yes	1	1	1	1
ORTHO_5569	0	yes	1	1	1	1
ORTHO_5570	0	yes	1	1	1	1
ORTHO_5571	0	yes	1	1	1	1
ORTHO_5572	0	yes	1	1	1	1
ORTHO_5573	0	yes	1	1	1	1
ORTHO_5576	0	yes	1	1	1	1
ORTHO_5577	0	yes	1	1	1	1
ORTHO_5578	0	yes	1	1	1	1
ORTHO_5579	0	yes	1	1	1	1
ORTHO_5580	0	yes	1	1	1	1
ORTHO_5581	0	yes	1	1	1	1
ORTHO_5582	0	yes	1	1	1	1
ORTHO_5583	0	yes	1	1	1	1
ORTHO_5584	0	yes	1	1	1	1
ORTHO_5585	0	yes	1	1	1	1
ORTHO_5587	0	yes	1	1	1	1
ORTHO_5588	0	yes	1	1	1	1
ORTHO_5589	0	yes	1	1	1	1
ORTHO_5592	0	yes	1	1	1	1
ORTHO_5593	0	yes	1	1	1	1
ORTHO_5595	0	yes	1	1	1	1
ORTHO_5597	0	yes	1	1	1	1
ORTHO_5598	0	yes	1	1	1	1
ORTHO_5599	0	yes	1	1	1	1
ORTHO_5600	0	yes	1	1	1	1
ORTHO_5602	0	yes	1	1	1	1
ORTHO_5603	0	yes	1	1	1	1
ORTHO_5605	0	yes	1	1	1	1
ORTHO_5607	0	yes	1	1	1	1
ORTHO_5609	0	yes	1	1	1	1
ORTHO_5611	0	yes	1	1	1	1
ORTHO_5612	0	yes	1	1	1	1
ORTHO_5614	0	yes	1	1	1	1
ORTHO_5615	0	yes	1	1	1	1
ORTHO_5617	0	yes	1	1	1	1
ORTHO_5618	0	yes	1	1	1	1
ORTHO_5619	0	yes	1	1	1	1
ORTHO_5620	0	yes	1	1	1	1
ORTHO_5621	0	yes	1	1	1	1
ORTHO_5622	0	yes	1	1	1	1
ORTHO_5623	0	yes	1	1	1	1
ORTHO_5624	0	yes	1	1	1	1
ORTHO_5625	0	yes	1	1	1	1
ORTHO_5626	0	yes	1	1	1	1
ORTHO_5628	0	yes	1	1	1	1
ORTHO_5629	0	yes	1	1	1	1
ORTHO_5630	0	yes	1	1	1	1
ORTHO_5631	0	yes	1	1	1	1
ORTHO_5633	0	yes	1	1	1	1
ORTHO_5634	0	yes	1	1	1	1
ORTHO_5635	0	yes	1	1	1	1
ORTHO_5637	0	yes	1	1	1	1
ORTHO_5639	0	yes	1	1	1	1
ORTHO_5640	0	yes	1	1	1	1
ORTHO_5642	0	yes	1	1	1	1
ORTHO_5643	0	yes	1	1	1	1
ORTHO_5646	0	yes	1	1	1	1
ORTHO_5647	0	yes	1	1	1	1
ORTHO_5648	0	yes	1	1	1	1
ORTHO_5649	0	yes	1	1	1	1
ORTHO_5650	0	yes	1	1	1	1
ORTHO_5651	0	yes	1	1	1	1
ORTHO_5652	0	yes	1	1	1	1
ORTHO_5654	0	yes	1	1	1	1
ORTHO_5657	0	yes	1	1	1	1
ORTHO_5659	0	yes	1	1	1	1
ORTHO_5663	0	yes	1	1	1	1
ORTHO_5665	0	yes	1	1	1	1
ORTHO_5667	0	yes	1	1	1	1
ORTHO_5668	0	yes	1	1	1	1
ORTHO_5670	0	yes	1	1	1	1
ORTHO_5671	0	yes	1	1	1	1
ORTHO_5674	0	yes	1	1	1	1
ORTHO_5675	0	yes	1	1	1	1
ORTHO_5676	0	yes	1	1	1	1
ORTHO_5678	0	yes	1	1	1	1
ORTHO_5679	0	yes	1	1	1	1
ORTHO_5680	0	yes	1	1	1	1
ORTHO_5681	0	yes	1	1	1	1
ORTHO_5683	0	yes	1	1	1	1
ORTHO_5685	0	yes	1	1	1	1
ORTHO_5686	0	yes	1	1	1	1
ORTHO_5687	0	yes	1	1	1	1
ORTHO_5688	0	yes	1	1	1	1
ORTHO_5689	0	yes	1	1	1	1
ORTHO_5690	0	yes	1	1	1	1
ORTHO_5694	0	yes	1	1	1	1
ORTHO_5695	0	yes	1	1	1	1
ORTHO_5696	0	yes	1	1	1	1
ORTHO_5697	0	yes	1	1	1	1
ORTHO_5698	0	yes	1	1	1	1
ORTHO_5700	0	yes	1	1	1	1
ORTHO_5702	0	yes	1	1	1	1
ORTHO_5706	0	yes	1	1	1	1
ORTHO_5707	0	yes	1	1	1	1
ORTHO_5709	0	yes	1	1	1	1
ORTHO_5710	0	yes	1	1	1	1
ORTHO_5711	0	yes	1	1	1	1
ORTHO_5713	0	yes	1	1	1	1
ORTHO_5714	0	yes	1	1	1	1
ORTHO_5716	0	yes	1	1	1	1
ORTHO_5717	0	yes	1	1	1	1
ORTHO_5718	0	yes	1	1	1	1
ORTHO_5719	0	yes	1	1	1	1
ORTHO_5721	0	yes	1	1	1	1
ORTHO_5722	0	yes	1	1	1	1
ORTHO_5723	0	yes	1	1	1	1
ORTHO_5724	0	yes	1	1	1	1
ORTHO_5725	0	yes	1	1	1	1
ORTHO_5726	0	yes	1	1	1	1
ORTHO_5728	0	yes	1	1	1	1
ORTHO_5729	0	yes	1	1	1	1
ORTHO_5730	0	yes	1	1	1	1
ORTHO_5731	0	yes	1	1	1	1
ORTHO_5732	0	yes	1	1	1	1
ORTHO_5733	0	yes	1	1	1	1
ORTHO_5734	0	yes	1	1	1	1
ORTHO_5736	0	yes	1	1	1	1
ORTHO_5738	0	yes	1	1	1	1
ORTHO_5739	0	yes	1	1	1	1
ORTHO_5740	0	yes	1	1	1	1
ORTHO_5741	0	yes	1	1	1	1
ORTHO_5742	0	yes	1	1	1	1
ORTHO_5743	0	yes	1	1	1	1
ORTHO_5744	0	yes	1	1	1	1
ORTHO_5745	0	yes	1	1	1	1
ORTHO_5746	0	yes	1	1	1	1
ORTHO_5748	0	yes	1	1	1	1
ORTHO_5749	0	yes	1	1	1	1
ORTHO_5750	0	yes	1	1	1	1
ORTHO_5751	0	yes	1	1	1	1
ORTHO_5752	0	yes	1	1	1	1
ORTHO_5754	0	yes	1	1	1	1
ORTHO_5756	0	yes	1	1	1	1
ORTHO_5758	0	yes	1	1	1	1
ORTHO_5759	0	yes	1	1	1	1
ORTHO_5760	0	yes	1	1	1	1
ORTHO_5761	0	yes	1	1	1	1
ORTHO_5762	0	yes	1	1	1	1
ORTHO_5764	0	yes	1	1	1	1
ORTHO_5766	0	yes	1	1	1	1
ORTHO_5767	0	yes	1	1	1	1
ORTHO_5768	0	yes	1	1	1	1
ORTHO_5769	0	yes	1	1	1	1
ORTHO_5771	0	yes	1	1	1	1
ORTHO_5772	0	yes	1	1	1	1
ORTHO_5773	0	yes	1	1	1	1
ORTHO_5774	0	yes	1	1	1	1
ORTHO_5775	0	yes	1	1	1	1
ORTHO_5777	0	yes	1	1	1	1
ORTHO_5779	0	yes	1	1	1	1
ORTHO_5782	0	yes	1	1	1	1
ORTHO_5785	0	yes	1	1	1	1
ORTHO_5786	0	yes	1	1	1	1
ORTHO_5788	0	yes	1	1	1	1
ORTHO_5789	0	yes	1	1	1	1
ORTHO_5792	0	yes	1	1	1	1
ORTHO_5793	0	yes	1	1	1	1
ORTHO_5794	0	yes	1	1	1	1
ORTHO_5795	0	yes	1	1	1	1
ORTHO_5796	0	yes	1	1	1	1
ORTHO_5797	0	yes	1	1	1	1
ORTHO_5799	0	yes	1	1	1	1
ORTHO_5800	0	yes	1	1	1	1
ORTHO_5801	0	yes	1	1	1	1
ORTHO_5802	0	yes	1	1	1	1
ORTHO_5803	0	yes	1	1	1	1
ORTHO_5804	0	yes	1	1	1	1
ORTHO_5805	0	yes	1	1	1	1
ORTHO_5806	0	yes	1	1	1	1
ORTHO_5808	0	yes	1	1	1	1
ORTHO_5810	0	yes	1	1	1	1
ORTHO_5811	0	yes	1	1	1	1
ORTHO_5817	0	yes	1	1	1	1
ORTHO_5818	0	yes	1	1	1	1
ORTHO_5819	0	yes	1	1	1	1
ORTHO_5820	0	yes	1	1	1	1
ORTHO_5821	0	yes	1	1	1	1
ORTHO_5822	0	yes	1	1	1	1
ORTHO_5823	0	yes	1	1	1	1
ORTHO_5824	0	yes	1	1	1	1
ORTHO_5825	0	yes	1	1	1	1
ORTHO_5826	0	yes	1	1	1	1
ORTHO_5828	0	yes	1	1	1	1
ORTHO_5829	0	yes	1	1	1	1
ORTHO_5830	0	yes	1	1	1	1
ORTHO_5831	0	yes	1	1	1	1
ORTHO_5832	0	yes	1	1	1	1
ORTHO_5834	0	yes	1	1	1	1
ORTHO_5835	0	yes	1	1	1	1
ORTHO_5836	0	yes	1	1	1	1
ORTHO_5838	0	yes	1	1	1	1
ORTHO_5842	0	yes	1	1	1	1
ORTHO_5843	0	yes	1	1	1	1
ORTHO_5844	0	yes	1	1	1	1
ORTHO_5846	0	yes	1	1	1	1
ORTHO_5847	0	yes	1	1	1	1
ORTHO_5848	0	yes	1	1	1	1
ORTHO_5849	0	yes	1	1	1	1
ORTHO_5851	0	yes	1	1	1	1
ORTHO_5852	0	yes	1	1	1	1
ORTHO_5853	0	yes	1	1	1	1
ORTHO_5854	0	yes	1	1	1	1
ORTHO_5855	0	yes	1	1	1	1
ORTHO_5858	0	yes	1	1	1	1
ORTHO_5860	0	yes	1	1	1	1
ORTHO_5861	0	yes	1	1	1	1
ORTHO_5862	0	yes	1	1	1	1
ORTHO_5863	0	yes	1	1	1	1
ORTHO_5864	0	yes	1	1	1	1
ORTHO_5865	0	yes	1	1	1	1
ORTHO_5866	0	yes	1	1	1	1
ORTHO_5867	0	yes	1	1	1	1
ORTHO_5868	0	yes	1	1	1	1
ORTHO_5869	0	yes	1	1	1	1
ORTHO_5872	0	yes	1	1	1	1
ORTHO_5873	0	yes	1	1	1	1
ORTHO_5874	0	yes	1	1	1	1
ORTHO_5875	0	yes	1	1	1	1
ORTHO_5876	0	yes	1	1	1	1
ORTHO_5877	0	yes	1	1	1	1
ORTHO_5878	0	yes	1	1	1	1
ORTHO_5879	0	yes	1	1	1	1
ORTHO_5882	0	yes	1	1	1	1
ORTHO_5884	0	yes	1	1	1	1
ORTHO_5885	0	yes	1	1	1	1
ORTHO_5889	0	yes	1	1	1	1
ORTHO_5890	0	yes	1	1	1	1
ORTHO_5891	0	yes	1	1	1	1
ORTHO_5892	0	yes	1	1	1	1
ORTHO_5893	0	yes	1	1	1	1
ORTHO_5894	0	yes	1	1	1	1
ORTHO_5896	0	yes	1	1	1	1
ORTHO_5897	0	yes	1	1	1	1
ORTHO_5898	0	yes	1	1	1	1
ORTHO_5900	0	yes	1	1	1	1
ORTHO_5901	0	yes	1	1	1	1
ORTHO_5902	0	yes	1	1	1	1
ORTHO_5903	0	yes	1	1	1	1
ORTHO_5904	0	yes	1	1	1	1
ORTHO_5905	0	yes	1	1	1	1
ORTHO_5906	0	yes	1	1	1	1
ORTHO_5907	0	yes	1	1	1	1
ORTHO_5909	0	yes	1	1	1	1
ORTHO_5910	0	yes	1	1	1	1
ORTHO_5911	0	yes	1	1	1	1
ORTHO_5912	0	yes	1	1	1	1
ORTHO_5914	0	yes	1	1	1	1
ORTHO_5915	0	yes	1	1	1	1
ORTHO_5918	0	yes	1	1	1	1
ORTHO_5919	0	yes	1	1	1	1
ORTHO_5920	0	yes	1	1	1	1
ORTHO_5924	0	yes	1	1	1	1
ORTHO_5925	0	yes	1	1	1	1
ORTHO_5926	0	yes	1	1	1	1
ORTHO_5927	0	yes	1	1	1	1
ORTHO_5928	0	yes	1	1	1	1
ORTHO_5930	0	yes	1	1	1	1
ORTHO_5931	0	yes	1	1	1	1
ORTHO_5932	0	yes	1	1	1	1
ORTHO_5933	0	yes	1	1	1	1
ORTHO_5934	0	yes	1	1	1	1
ORTHO_5935	0	yes	1	1	1	1
ORTHO_5936	0	yes	1	1	1	1
ORTHO_5939	0	yes	1	1	1	1
ORTHO_5941	0	yes	1	1	1	1
ORTHO_5942	0	yes	1	1	1	1
ORTHO_5945	0	yes	1	1	1	1
ORTHO_5946	0	yes	1	1	1	1
ORTHO_5947	0	yes	1	1	1	1
ORTHO_5948	0	yes	1	1	1	1
ORTHO_5949	0	yes	1	1	1	1
ORTHO_5950	0	yes	1	1	1	1
ORTHO_5951	0	yes	1	1	1	1
ORTHO_5952	0	yes	1	1	1	1
ORTHO_5953	0	yes	1	1	1	1
ORTHO_5955	0	yes	1	1	1	1
ORTHO_5956	0	yes	1	1	1	1
ORTHO_5957	0	yes	1	1	1	1
ORTHO_5958	0	yes	1	1	1	1
ORTHO_5960	0	yes	1	1	1	1
ORTHO_5961	0	yes	1	1	1	1
ORTHO_5962	0	yes	1	1	1	1
ORTHO_5963	0	yes	1	1	1	1
ORTHO_5964	0	yes	1	1	1	1
ORTHO_5965	0	yes	1	1	1	1
ORTHO_5968	0	yes	1	1	1	1
ORTHO_5970	0	yes	1	1	1	1
ORTHO_5971	0	yes	1	1	1	1
ORTHO_5972	0	yes	1	1	1	1
ORTHO_5973	0	yes	1	1	1	1
ORTHO_5974	0	yes	1	1	1	1
ORTHO_5975	0	yes	1	1	1	1
ORTHO_5976	0	yes	1	1	1	1
ORTHO_5977	0	yes	1	1	1	1
ORTHO_5978	0	yes	1	1	1	1
ORTHO_5979	0	yes	1	1	1	1
ORTHO_5980	0	yes	1	1	1	1
ORTHO_5982	0	yes	1	1	1	1
ORTHO_5983	0	yes	1	1	1	1
ORTHO_5984	0	yes	1	1	1	1
ORTHO_5985	0	yes	1	1	1	1
ORTHO_5986	0	yes	1	1	1	1
ORTHO_5987	0	yes	1	1	1	1
ORTHO_5992	0	yes	1	1	1	1
ORTHO_5993	0	yes	1	1	1	1
ORTHO_5994	0	yes	1	1	1	1
ORTHO_5995	0	yes	1	1	1	1
ORTHO_5996	0	yes	1	1	1	1
ORTHO_5997	0	yes	1	1	1	1
ORTHO_5998	0	yes	1	1	1	1
ORTHO_5999	0	yes	1	1	1	1
ORTHO_6000	0	yes	1	1	1	1
ORTHO_6001	0	yes	1	1	1	1
ORTHO_6002	0	yes	1	1	1	1
ORTHO_6003	0	yes	1	1	1	1
ORTHO_6004	0	yes	1	1	1	1
ORTHO_6005	0	yes	1	1	1	1
ORTHO_6006	0	yes	1	1	1	1
ORTHO_6007	0	yes	1	1	1	1
ORTHO_6008	0	yes	1	1	1	1
ORTHO_6009	0	yes	1	1	1	1
ORTHO_6010	0	yes	1	1	1	1
ORTHO_6011	0	yes	1	1	1	1
ORTHO_6013	0	yes	1	1	1	1
ORTHO_6014	0	yes	1	1	1	1
ORTHO_6017	0	yes	1	1	1	1
ORTHO_6018	0	yes	1	1	1	1
ORTHO_6021	0	yes	1	1	1	1
ORTHO_6022	0	yes	1	1	1	1
ORTHO_6025	0	yes	1	1	1	1
ORTHO_6026	0	yes	1	1	1	1
ORTHO_6029	0	yes	1	1	1	1
ORTHO_6030	0	yes	1	1	1	1
ORTHO_6031	0	yes	1	1	1	1
ORTHO_6032	0	yes	1	1	1	1
ORTHO_6033	0	yes	1	1	1	1
ORTHO_6034	0	yes	1	1	1	1
ORTHO_6036	0	yes	1	1	1	1
ORTHO_6037	0	yes	1	1	1	1
ORTHO_6038	0	yes	1	1	1	1
ORTHO_6039	0	yes	1	1	1	1
ORTHO_6040	0	yes	1	1	1	1
ORTHO_6042	0	yes	1	1	1	1
ORTHO_6045	0	yes	1	1	1	1
ORTHO_6046	0	yes	1	1	1	1
ORTHO_6047	0	yes	1	1	1	1
ORTHO_6049	0	yes	1	1	1	1
ORTHO_6050	0	yes	1	1	1	1
ORTHO_6051	0	yes	1	1	1	1
ORTHO_6052	0	yes	1	1	1	1
ORTHO_6053	0	yes	1	1	1	1
ORTHO_6054	0	yes	1	1	1	1
ORTHO_6055	0	yes	1	1	1	1
ORTHO_6056	0	yes	1	1	1	1
ORTHO_6057	0	yes	1	1	1	1
ORTHO_6059	0	yes	1	1	1	1
ORTHO_6060	0	yes	1	1	1	1
ORTHO_6062	0	yes	1	1	1	1
ORTHO_6063	0	yes	1	1	1	1
ORTHO_6064	0	yes	1	1	1	1
ORTHO_6065	0	yes	1	1	1	1
ORTHO_6067	0	yes	1	1	1	1
ORTHO_6068	0	yes	1	1	1	1
ORTHO_6072	0	yes	1	1	1	1
ORTHO_6073	0	yes	1	1	1	1
ORTHO_6074	0	yes	1	1	1	1
ORTHO_6075	0	yes	1	1	1	1
ORTHO_6076	0	yes	1	1	1	1
ORTHO_6078	0	yes	1	1	1	1
ORTHO_6081	0	yes	1	1	1	1
ORTHO_6082	0	yes	1	1	1	1
ORTHO_6084	0	yes	1	1	1	1
ORTHO_6085	0	yes	1	1	1	1
ORTHO_6086	0	yes	1	1	1	1
ORTHO_6089	0	yes	1	1	1	1
ORTHO_6090	0	yes	1	1	1	1
ORTHO_6091	0	yes	1	1	1	1
ORTHO_6092	0	yes	1	1	1	1
ORTHO_6095	0	yes	1	1	1	1
ORTHO_6096	0	yes	1	1	1	1
ORTHO_6097	0	yes	1	1	1	1
ORTHO_6098	0	yes	1	1	1	1
ORTHO_6099	0	yes	1	1	1	1
ORTHO_6100	0	yes	1	1	1	1
ORTHO_6101	0	yes	1	1	1	1
ORTHO_6103	0	yes	1	1	1	1
ORTHO_6104	0	yes	1	1	1	1
ORTHO_6107	0	yes	1	1	1	1
ORTHO_6108	0	yes	1	1	1	1
ORTHO_6109	0	yes	1	1	1	1
ORTHO_6110	0	yes	1	1	1	1
ORTHO_6111	0	yes	1	1	1	1
ORTHO_6112	0	yes	1	1	1	1
ORTHO_6113	0	yes	1	1	1	1
ORTHO_6114	0	yes	1	1	1	1
ORTHO_6115	0	yes	1	1	1	1
ORTHO_6116	0	yes	1	1	1	1
ORTHO_6117	0	yes	1	1	1	1
ORTHO_6118	0	yes	1	1	1	1
ORTHO_6120	0	yes	1	1	1	1
ORTHO_6121	0	yes	1	1	1	1
ORTHO_6122	0	yes	1	1	1	1
ORTHO_6123	0	yes	1	1	1	1
ORTHO_6124	0	yes	1	1	1	1
ORTHO_6125	0	yes	1	1	1	1
ORTHO_6126	0	yes	1	1	1	1
ORTHO_6127	0	yes	1	1	1	1
ORTHO_6128	0	yes	1	1	1	1
ORTHO_6129	0	yes	1	1	1	1
ORTHO_6132	0	yes	1	1	1	1
ORTHO_6133	0	yes	1	1	1	1
ORTHO_6134	0	yes	1	1	1	1
ORTHO_6135	0	yes	1	1	1	1
ORTHO_6136	0	yes	1	1	1	1
ORTHO_6137	0	yes	1	1	1	1
ORTHO_6138	0	yes	1	1	1	1
ORTHO_6142	0	yes	1	1	1	1
ORTHO_6143	0	yes	1	1	1	1
ORTHO_6144	0	yes	1	1	1	1
ORTHO_6145	0	yes	1	1	1	1
ORTHO_6146	0	yes	1	1	1	1
ORTHO_6147	0	yes	1	1	1	1
ORTHO_6148	0	yes	1	1	1	1
ORTHO_6149	0	yes	1	1	1	1
ORTHO_6150	0	yes	1	1	1	1
ORTHO_6151	0	yes	1	1	1	1
ORTHO_6152	0	yes	1	1	1	1
ORTHO_6153	0	yes	1	1	1	1
ORTHO_6154	0	yes	1	1	1	1
ORTHO_6155	0	yes	1	1	1	1
ORTHO_6160	0	yes	1	1	1	1
ORTHO_6161	0	yes	1	1	1	1
ORTHO_6163	0	yes	1	1	1	1
ORTHO_6164	0	yes	1	1	1	1
ORTHO_6166	0	yes	1	1	1	1
ORTHO_6167	0	yes	1	1	1	1
ORTHO_6168	0	yes	1	1	1	1
ORTHO_6169	0	yes	1	1	1	1
ORTHO_6170	0	yes	1	1	1	1
ORTHO_6171	0	yes	1	1	1	1
ORTHO_6172	0	yes	1	1	1	1
ORTHO_6173	0	yes	1	1	1	1
ORTHO_6174	0	yes	1	1	1	1
ORTHO_6175	0	yes	1	1	1	1
ORTHO_6176	0	yes	1	1	1	1
ORTHO_6177	0	yes	1	1	1	1
ORTHO_6178	0	yes	1	1	1	1
ORTHO_6179	0	yes	1	1	1	1
ORTHO_6184	0	yes	1	1	1	1
ORTHO_6186	0	yes	1	1	1	1
ORTHO_6187	0	yes	1	1	1	1
ORTHO_6188	0	yes	1	1	1	1
ORTHO_6189	0	yes	1	1	1	1
ORTHO_6190	0	yes	1	1	1	1
ORTHO_6191	0	yes	1	1	1	1
ORTHO_6192	0	yes	1	1	1	1
ORTHO_6194	0	yes	1	1	1	1
ORTHO_6195	0	yes	1	1	1	1
ORTHO_6196	0	yes	1	1	1	1
ORTHO_6197	0	yes	1	1	1	1
ORTHO_6198	0	yes	1	1	1	1
ORTHO_6201	0	yes	1	1	1	1
ORTHO_6202	0	yes	1	1	1	1
ORTHO_6203	0	yes	1	1	1	1
ORTHO_6204	0	yes	1	1	1	1
ORTHO_6205	0	yes	1	1	1	1
ORTHO_6206	0	yes	1	1	1	1
ORTHO_6207	0	yes	1	1	1	1
ORTHO_6208	0	yes	1	1	1	1
ORTHO_6209	0	yes	1	1	1	1
ORTHO_6210	0	yes	1	1	1	1
ORTHO_6211	0	yes	1	1	1	1
ORTHO_6212	0	yes	1	1	1	1
ORTHO_6213	0	yes	1	1	1	1
ORTHO_6214	0	yes	1	1	1	1
ORTHO_6217	0	yes	1	1	1	1
ORTHO_6218	0	yes	1	1	1	1
ORTHO_6219	0	yes	1	1	1	1
ORTHO_6221	0	yes	1	1	1	1
ORTHO_6222	0	yes	1	1	1	1
ORTHO_6223	0	yes	1	1	1	1
ORTHO_6224	0	yes	1	1	1	1
ORTHO_6226	0	yes	1	1	1	1
ORTHO_6229	0	yes	1	1	1	1
ORTHO_6231	0	yes	1	1	1	1
ORTHO_6232	0	yes	1	1	1	1
ORTHO_6234	0	yes	1	1	1	1
ORTHO_6235	0	yes	1	1	1	1
ORTHO_6236	0	yes	1	1	1	1
ORTHO_6237	0	yes	1	1	1	1
ORTHO_6238	0	yes	1	1	1	1
ORTHO_6240	0	yes	1	1	1	1
ORTHO_6241	0	yes	1	1	1	1
ORTHO_6242	0	yes	1	1	1	1
ORTHO_6243	0	yes	1	1	1	1
ORTHO_6245	0	yes	1	1	1	1
ORTHO_6246	0	yes	1	1	1	1
ORTHO_6247	0	yes	1	1	1	1
ORTHO_6248	0	yes	1	1	1	1
ORTHO_6249	0	yes	1	1	1	1
ORTHO_6250	0	yes	1	1	1	1
ORTHO_6251	0	yes	1	1	1	1
ORTHO_6252	0	yes	1	1	1	1
ORTHO_6253	0	yes	1	1	1	1
ORTHO_6254	0	yes	1	1	1	1
ORTHO_6255	0	yes	1	1	1	1
ORTHO_6256	0	yes	1	1	1	1
ORTHO_6257	0	yes	1	1	1	1
ORTHO_6258	0	yes	1	1	1	1
ORTHO_6259	0	yes	1	1	1	1
ORTHO_6260	0	yes	1	1	1	1
ORTHO_6261	0	yes	1	1	1	1
ORTHO_6262	0	yes	1	1	1	1
ORTHO_6263	0	yes	1	1	1	1
ORTHO_6264	0	yes	1	1	1	1
ORTHO_6265	0	yes	1	1	1	1
ORTHO_6266	0	yes	1	1	1	1
ORTHO_6267	0	yes	1	1	1	1
ORTHO_6268	0	yes	1	1	1	1
ORTHO_6269	0	yes	1	1	1	1
ORTHO_6270	0	yes	1	1	1	1
ORTHO_6271	0	yes	1	1	1	1
ORTHO_6272	0	yes	1	1	1	1
ORTHO_6273	0	yes	1	1	1	1
ORTHO_6274	0	yes	1	1	1	1
ORTHO_6275	0	yes	1	1	1	1
ORTHO_6276	0	yes	1	1	1	1
ORTHO_6277	0	yes	1	1	1	1
ORTHO_6278	0	yes	1	1	1	1
ORTHO_6279	0	yes	1	1	1	1
ORTHO_6280	0	yes	1	1	1	1
ORTHO_6281	0	yes	1	1	1	1
ORTHO_6284	0	yes	1	1	1	1
ORTHO_6285	0	yes	1	1	1	1
ORTHO_6286	0	yes	1	1	1	1
ORTHO_6287	0	yes	1	1	1	1
ORTHO_6289	0	yes	1	1	1	1
ORTHO_6290	0	yes	1	1	1	1
ORTHO_6291	0	yes	1	1	1	1
ORTHO_6293	0	yes	1	1	1	1
ORTHO_6295	0	yes	1	1	1	1
ORTHO_6296	0	yes	1	1	1	1
ORTHO_6297	0	yes	1	1	1	1
ORTHO_6298	0	yes	1	1	1	1
ORTHO_6299	0	yes	1	1	1	1
ORTHO_6301	0	yes	1	1	1	1
ORTHO_6302	0	yes	1	1	1	1
ORTHO_6303	0	yes	1	1	1	1
ORTHO_6304	0	yes	1	1	1	1
ORTHO_6305	0	yes	1	1	1	1
ORTHO_6306	0	yes	1	1	1	1
ORTHO_6307	0	yes	1	1	1	1
ORTHO_6308	0	yes	1	1	1	1
ORTHO_6309	0	yes	1	1	1	1
ORTHO_6310	0	yes	1	1	1	1
ORTHO_6311	0	yes	1	1	1	1
ORTHO_6312	0	yes	1	1	1	1
ORTHO_6313	0	yes	1	1	1	1
ORTHO_6315	0	yes	1	1	1	1
ORTHO_6317	0	yes	1	1	1	1
ORTHO_6318	0	yes	1	1	1	1
ORTHO_6319	0	yes	1	1	1	1
ORTHO_6320	0	yes	1	1	1	1
ORTHO_6321	0	yes	1	1	1	1
ORTHO_6322	0	yes	1	1	1	1
ORTHO_6323	0	yes	1	1	1	1
ORTHO_6324	0	yes	1	1	1	1
ORTHO_6325	0	yes	1	1	1	1
ORTHO_6326	0	yes	1	1	1	1
ORTHO_6328	0	yes	1	1	1	1
ORTHO_6329	0	yes	1	1	1	1
ORTHO_6330	0	yes	1	1	1	1
ORTHO_6331	0	yes	1	1	1	1
ORTHO_6334	0	yes	1	1	1	1
ORTHO_6335	0	yes	1	1	1	1
ORTHO_6336	0	yes	1	1	1	1
ORTHO_6337	0	yes	1	1	1	1
ORTHO_6338	0	yes	1	1	1	1
ORTHO_6339	0	yes	1	1	1	1
ORTHO_6633	1	yes	1	1	0	1
ORTHO_6634	1	yes	1	1	0	1
ORTHO_6635	1	yes	1	1	1	0
ORTHO_6636	1	yes	1	1	0	1
ORTHO_6638	1	yes	1	1	0	1
