ORTHOMCL	Neosp1	Orpsp1_1	Anasp1	Pirfi3	DOMAINS
ORTHO_00772	1	4	1	1	
ORTHO_00773	4	1	1	1	
ORTHO_00774	2	1	2	2	
ORTHO_00775	4	2	0	1	
ORTHO_00776	2	2	1	2	
ORTHO_00777	1	2	2	2	
ORTHO_00778	3	1	2	1	
ORTHO_00779	2	2	1	2	
ORTHO_00780	0	0	6	1	
ORTHO_00781	4	1	1	1	
ORTHO_00782	2	2	1	2	
ORTHO_00783	3	2	1	1	
ORTHO_00784	2	3	1	1	
ORTHO_00785	2	3	1	1	
ORTHO_00786	2	2	1	2	
ORTHO_00787	2	1	2	2	
ORTHO_00788	1	3	1	2	
ORTHO_00789	1	4	1	1	
ORTHO_00790	2	1	1	3	
ORTHO_00791	2	2	1	2	
ORTHO_00792	3	3	0	1	
ORTHO_00793	2	2	1	2	
ORTHO_00794	3	2	1	1	
ORTHO_00795	2	1	2	2	
ORTHO_00796	2	2	2	1	
ORTHO_00797	2	3	1	1	
ORTHO_00798	2	3	1	1	
ORTHO_00799	3	2	1	1	
ORTHO_00800	3	1	1	2	
ORTHO_00801	1	2	1	3	
ORTHO_00802	3	1	2	1	
ORTHO_00803	2	2	1	2	
ORTHO_00804	3	2	1	1	
ORTHO_00805	2	3	1	1	
ORTHO_00806	1	3	1	2	
ORTHO_00807	2	1	2	2	
ORTHO_00808	1	4	1	1	
ORTHO_00809	1	1	4	1	
ORTHO_00810	2	1	2	2	
ORTHO_00811	2	2	1	2	
ORTHO_00812	2	2	2	1	
ORTHO_00813	2	1	2	2	
ORTHO_00814	1	2	3	1	
ORTHO_00815	2	2	2	1	
ORTHO_00816	2	2	2	1	
ORTHO_00817	1	4	1	1	
ORTHO_00818	1	3	2	1	
ORTHO_00819	2	2	2	1	
ORTHO_00820	2	1	1	3	
ORTHO_00821	6	0	1	0	
ORTHO_00822	1	3	1	2	
ORTHO_00823	2	3	1	1	
ORTHO_00824	2	3	1	1	
ORTHO_00825	2	3	1	1	
ORTHO_00826	2	3	1	1	
ORTHO_00827	3	1	1	2	
ORTHO_00828	3	2	1	1	
ORTHO_00829	2	1	3	1	
ORTHO_00830	2	2	2	1	
ORTHO_00831	2	0	4	1	
ORTHO_00832	2	2	2	1	
ORTHO_00833	2	2	2	1	
ORTHO_00834	2	2	1	2	
ORTHO_00835	2	3	1	1	
ORTHO_00836	2	3	1	1	
ORTHO_00837	2	2	2	1	
ORTHO_00838	2	2	2	1	
ORTHO_00839	2	1	2	2	
ORTHO_00840	1	3	2	1	
ORTHO_00841	1	3	2	1	
ORTHO_00842	2	2	1	2	
ORTHO_00843	2	3	1	1	
ORTHO_00844	1	2	2	2	
ORTHO_00845	3	3	0	1	
ORTHO_00846	2	2	1	2	
ORTHO_00847	2	2	1	2	
ORTHO_00848	2	1	2	2	
ORTHO_00849	3	2	1	1	
ORTHO_00850	2	3	1	1	
ORTHO_00851	1	4	1	1	
ORTHO_00852	3	2	1	1	
ORTHO_00853	2	3	1	1	
ORTHO_00854	2	3	1	1	
ORTHO_00855	1	5	1	0	
ORTHO_00856	0	1	4	2	
ORTHO_00857	3	1	2	1	
ORTHO_00858	2	2	2	1	
ORTHO_00859	2	3	1	1	
ORTHO_00860	3	1	2	1	
ORTHO_00861	2	1	3	1	
ORTHO_00862	1	1	4	1	
ORTHO_00863	2	3	1	1	
ORTHO_00864	2	1	3	1	
ORTHO_00865	2	2	2	1	
ORTHO_00866	2	3	1	1	
ORTHO_00867	2	3	1	1	
ORTHO_00868	2	3	1	1	
ORTHO_00869	3	1	1	2	
ORTHO_00870	2	2	1	2	
ORTHO_00871	2	1	3	1	
ORTHO_00872	3	1	2	1	
ORTHO_00873	3	3	0	1	
ORTHO_00874	2	3	1	1	
ORTHO_00875	2	3	1	1	
ORTHO_00876	4	1	1	1	
ORTHO_00877	3	2	1	1	
ORTHO_00878	2	2	1	2	
ORTHO_00879	2	3	1	1	
ORTHO_00880	2	3	1	1	
ORTHO_00881	4	1	1	1	
ORTHO_00882	2	4	0	1	
ORTHO_00883	2	1	2	2	
ORTHO_00884	2	3	1	1	
ORTHO_00885	2	2	2	1	
ORTHO_00886	3	1	2	1	
ORTHO_00887	3	1	3	0	
ORTHO_00888	2	3	1	1	
ORTHO_00889	2	2	1	2	
ORTHO_00890	1	4	1	1	
ORTHO_00891	2	3	1	1	
ORTHO_00892	3	1	2	1	
ORTHO_00893	3	2	1	1	
ORTHO_00894	2	2	2	1	
ORTHO_00895	2	2	2	1	
ORTHO_00896	2	3	1	1	
ORTHO_00897	2	3	1	1	
ORTHO_00898	2	2	1	2	
ORTHO_00899	3	1	2	1	
ORTHO_00900	2	2	2	1	
ORTHO_00901	2	3	1	1	
ORTHO_00902	1	2	2	2	
ORTHO_00903	2	1	3	1	
ORTHO_00904	3	2	1	1	
ORTHO_00905	1	3	1	2	
ORTHO_00906	2	1	2	2	
ORTHO_00907	4	1	1	1	
ORTHO_00908	2	3	1	1	
ORTHO_00909	2	3	1	1	
ORTHO_00910	2	3	1	1	
ORTHO_00911	7	0	0	0	
ORTHO_00912	2	2	2	1	
ORTHO_00913	4	1	1	1	
ORTHO_00914	3	2	1	1	
ORTHO_00915	2	3	1	1	
ORTHO_00916	2	2	2	1	
ORTHO_00917	1	4	1	1	
ORTHO_00918	2	3	1	1	
ORTHO_00919	3	1	2	1	
ORTHO_00920	2	3	1	1	
ORTHO_00921	2	2	1	2	
ORTHO_00922	2	3	1	1	
ORTHO_00923	2	3	1	1	
ORTHO_00924	2	3	1	1	
ORTHO_00925	3	2	1	1	
ORTHO_00926	2	2	2	1	
ORTHO_00927	1	3	2	1	
ORTHO_00928	2	3	1	1	
ORTHO_00929	3	2	1	1	
ORTHO_00930	0	6	0	1	
ORTHO_00931	2	3	1	1	
ORTHO_00932	2	3	1	1	
ORTHO_00933	1	4	1	1	
ORTHO_00934	4	2	0	1	
ORTHO_00935	1	4	1	1	
ORTHO_00936	2	2	2	1	
ORTHO_00937	2	3	1	1	
ORTHO_00938	2	3	1	1	
ORTHO_00939	2	2	1	2	
ORTHO_00940	1	3	2	1	
ORTHO_00941	3	2	1	1	
ORTHO_00942	2	3	1	1	
ORTHO_00943	2	3	1	1	
ORTHO_00944	3	2	1	1	
ORTHO_00945	2	3	1	1	
ORTHO_00946	1	6	0	0	
ORTHO_00947	0	7	0	0	
ORTHO_00948	0	7	0	0	
ORTHO_00949	0	7	0	0	
ORTHO_00950	1	4	2	0	
ORTHO_00951	0	7	0	0	
ORTHO_00952	0	7	0	0	
ORTHO_00953	0	7	0	0	
ORTHO_00954	1	6	0	0	
ORTHO_00955	0	7	0	0	
ORTHO_00956	0	7	0	0	
ORTHO_00957	0	7	0	0	
ORTHO_00958	3	4	0	0	
ORTHO_00959	0	7	0	0	
ORTHO_00960	3	4	0	0	
ORTHO_00961	1	3	3	0	
ORTHO_00962	2	3	2	0	
ORTHO_00963	3	4	0	0	
ORTHO_00964	5	1	1	0	
ORTHO_00965	7	0	0	0	
ORTHO_00966	3	0	4	0	
ORTHO_00967	3	0	4	0	
ORTHO_00968	7	0	0	0	
ORTHO_00969	1	0	6	0	
ORTHO_00970	0	0	7	0	
ORTHO_00971	0	0	7	0	
ORTHO_00972	0	0	7	0	
ORTHO_00973	0	0	7	0	
ORTHO_00974	2	2	1	1	
ORTHO_00975	2	2	1	1	
ORTHO_00976	3	1	1	1	
ORTHO_00977	3	1	1	1	
ORTHO_00978	2	2	1	1	
ORTHO_00979	3	0	2	1	
ORTHO_00980	2	1	1	2	
ORTHO_00981	2	2	1	1	
ORTHO_00982	2	2	1	1	
ORTHO_00983	2	2	1	1	
ORTHO_00984	2	2	1	1	
ORTHO_00985	2	2	1	1	
ORTHO_00986	2	2	1	1	
ORTHO_00987	5	0	0	1	
ORTHO_00988	2	2	1	1	
ORTHO_00989	4	1	1	0	
ORTHO_00990	3	1	1	1	
ORTHO_00991	2	2	1	1	
ORTHO_00992	2	2	1	1	
ORTHO_00993	2	2	1	1	
ORTHO_00994	2	2	1	1	
ORTHO_00995	2	2	1	1	
ORTHO_00996	2	2	1	1	
ORTHO_00997	2	2	1	1	
ORTHO_00998	2	2	1	1	
ORTHO_00999	2	2	1	1	
ORTHO_01000	3	3	0	0	
ORTHO_01001	2	3	0	1	
ORTHO_01002	3	1	1	1	
ORTHO_01003	2	2	1	1	
ORTHO_01004	2	2	1	1	
ORTHO_01005	2	2	1	1	
ORTHO_01006	3	1	1	1	
ORTHO_01007	2	2	1	1	
ORTHO_01008	2	2	1	1	
ORTHO_01009	3	1	1	1	
ORTHO_01010	2	1	1	2	
ORTHO_01011	2	2	1	1	
ORTHO_01012	2	2	1	1	
ORTHO_01013	2	2	1	1	
ORTHO_01014	2	1	2	1	
ORTHO_01015	2	2	1	1	
ORTHO_01016	2	2	1	1	
ORTHO_01017	3	1	1	1	
ORTHO_01018	2	2	1	1	
ORTHO_01019	2	0	3	1	
ORTHO_01020	2	2	1	1	
ORTHO_01021	2	2	1	1	
ORTHO_01022	3	1	0	2	
ORTHO_01023	2	2	1	1	
ORTHO_01024	4	0	1	1	
ORTHO_01025	2	2	1	1	
ORTHO_01026	2	1	1	2	
ORTHO_01027	4	1	0	1	
ORTHO_01028	2	1	2	1	
ORTHO_01029	2	1	2	1	
ORTHO_01030	3	1	1	1	
ORTHO_01031	3	1	1	1	
ORTHO_01032	2	1	2	1	
ORTHO_01033	2	2	1	1	
ORTHO_01034	2	2	1	1	
ORTHO_01035	2	2	1	1	
ORTHO_01036	2	2	1	1	
ORTHO_01037	6	0	0	0	
ORTHO_01038	6	0	0	0	
ORTHO_01039	2	2	1	1	
ORTHO_01040	3	1	1	1	
ORTHO_01041	2	2	1	1	
ORTHO_01042	2	2	1	1	
ORTHO_01043	2	2	1	1	
ORTHO_01044	2	2	1	1	
ORTHO_01045	2	2	1	1	
ORTHO_01046	6	0	0	0	
ORTHO_01047	5	0	1	0	
ORTHO_01048	2	2	1	1	
ORTHO_01049	2	1	1	2	
ORTHO_01050	3	1	1	1	
ORTHO_01051	2	2	1	1	
ORTHO_01052	6	0	0	0	
ORTHO_01053	2	2	1	1	
ORTHO_01054	2	2	1	1	
ORTHO_01055	6	0	0	0	
ORTHO_01056	2	1	2	1	
ORTHO_01057	2	1	2	1	
ORTHO_01058	2	2	1	1	
ORTHO_01059	2	2	1	1	
ORTHO_01060	6	0	0	0	
ORTHO_01061	2	2	1	1	
ORTHO_01062	2	1	2	1	
ORTHO_01063	1	3	1	1	
ORTHO_01064	2	2	1	1	
ORTHO_01065	2	1	2	1	
ORTHO_01066	2	2	1	1	
ORTHO_01067	2	1	2	1	
ORTHO_01068	1	3	1	1	
ORTHO_01069	2	2	1	1	
ORTHO_01070	1	3	1	1	
ORTHO_01071	1	3	1	1	
ORTHO_01072	1	2	0	3	
ORTHO_01073	2	2	1	1	
ORTHO_01074	1	1	2	2	
ORTHO_01075	1	1	3	1	
ORTHO_01076	1	3	1	1	
ORTHO_01077	1	3	1	1	
ORTHO_01078	1	3	1	1	
ORTHO_01079	3	1	1	1	
ORTHO_01080	1	1	2	2	
ORTHO_01081	2	1	1	2	
ORTHO_01082	2	2	1	1	
ORTHO_01083	2	2	1	1	
ORTHO_01084	0	6	0	0	
ORTHO_01085	1	2	2	1	
ORTHO_01086	1	3	1	1	
ORTHO_01087	1	3	1	1	
ORTHO_01088	2	2	1	1	
ORTHO_01089	2	2	1	1	
ORTHO_01090	2	1	2	1	
ORTHO_01091	2	2	1	1	
ORTHO_01092	1	1	1	3	
ORTHO_01093	1	1	1	3	
ORTHO_01094	2	1	2	1	
ORTHO_01095	2	2	1	1	
ORTHO_01096	0	6	0	0	
ORTHO_01097	1	3	1	1	
ORTHO_01098	2	1	2	1	
ORTHO_01099	1	3	1	1	
ORTHO_01100	2	2	1	1	
ORTHO_01101	3	1	1	1	
ORTHO_01102	1	1	2	2	
ORTHO_01103	2	2	1	1	
ORTHO_01104	3	1	1	1	
ORTHO_01105	1	3	0	2	
ORTHO_01106	1	3	1	1	
ORTHO_01107	1	3	1	1	
ORTHO_01108	2	3	0	1	
ORTHO_01109	2	2	1	1	
ORTHO_01110	2	2	1	1	
ORTHO_01111	2	2	1	1	
ORTHO_01112	1	2	2	1	
ORTHO_01113	1	3	1	1	
ORTHO_01114	1	1	2	2	
ORTHO_01115	2	2	1	1	
ORTHO_01116	2	2	1	1	
ORTHO_01117	2	2	1	1	
ORTHO_01118	2	1	2	1	
ORTHO_01119	1	3	0	2	
ORTHO_01120	2	1	1	2	
ORTHO_01121	1	1	1	3	
ORTHO_01122	5	0	0	1	
ORTHO_01123	2	1	1	2	
ORTHO_01124	3	0	1	2	
ORTHO_01125	0	0	0	6	
ORTHO_01126	1	1	1	3	
ORTHO_01127	0	0	0	6	
ORTHO_01128	2	0	1	3	
ORTHO_01129	0	1	1	4	
ORTHO_01130	1	1	1	3	
ORTHO_01131	1	2	1	2	
ORTHO_01132	2	1	1	2	
ORTHO_01133	2	1	1	2	
ORTHO_01134	1	1	2	2	
ORTHO_01135	0	0	0	6	
ORTHO_01136	2	1	1	2	
ORTHO_01137	2	1	1	2	
ORTHO_01138	1	2	1	2	
ORTHO_01139	2	1	1	2	
ORTHO_01140	0	0	0	6	
ORTHO_01141	2	1	1	2	
ORTHO_01142	2	1	1	2	
ORTHO_01143	0	1	2	3	
ORTHO_01144	2	1	1	2	
ORTHO_01145	2	1	1	2	
ORTHO_01146	1	1	2	2	
ORTHO_01147	1	2	1	2	
ORTHO_01148	2	0	2	2	
ORTHO_01149	0	1	0	5	
ORTHO_01150	2	1	1	2	
ORTHO_01151	0	3	1	2	
ORTHO_01152	2	1	2	1	
ORTHO_01153	2	2	1	1	
ORTHO_01154	2	2	1	1	
ORTHO_01155	1	2	2	1	
ORTHO_01156	1	1	2	2	
ORTHO_01157	2	2	1	1	
ORTHO_01158	2	2	1	1	
ORTHO_01159	1	4	1	0	
ORTHO_01160	2	2	1	1	
ORTHO_01161	3	1	1	1	
ORTHO_01162	1	3	1	1	
ORTHO_01163	2	1	2	1	
ORTHO_01164	1	2	1	2	
ORTHO_01165	2	1	2	1	
ORTHO_01166	1	1	2	2	
ORTHO_01167	1	3	1	1	
ORTHO_01168	2	2	1	1	
ORTHO_01169	2	2	1	1	
ORTHO_01170	1	2	1	2	
ORTHO_01171	4	1	0	1	
ORTHO_01172	2	2	1	1	
ORTHO_01173	1	2	1	2	
ORTHO_01174	1	3	1	1	
ORTHO_01175	1	2	2	1	
ORTHO_01176	2	2	1	1	
ORTHO_01177	2	1	2	1	
ORTHO_01178	2	2	1	1	
ORTHO_01179	2	2	1	1	
ORTHO_01180	2	2	1	1	
ORTHO_01181	0	3	1	2	
ORTHO_01182	2	2	1	1	
ORTHO_01183	1	3	1	1	
ORTHO_01184	2	2	1	1	
ORTHO_01185	5	0	0	1	
ORTHO_01186	1	3	1	1	
ORTHO_01187	2	0	3	1	
ORTHO_01188	2	2	1	1	
ORTHO_01189	1	3	1	1	
ORTHO_01190	2	2	1	1	
ORTHO_01191	1	3	1	1	
ORTHO_01192	2	1	1	2	
ORTHO_01193	2	2	1	1	
ORTHO_01194	2	2	1	1	
ORTHO_01195	1	2	1	2	
ORTHO_01196	2	1	1	2	
ORTHO_01197	1	3	1	1	
ORTHO_01198	1	2	1	2	
ORTHO_01199	2	2	1	1	
ORTHO_01200	1	3	1	1	
ORTHO_01201	2	2	1	1	
ORTHO_01202	2	2	1	1	
ORTHO_01203	2	2	1	1	
ORTHO_01204	2	1	2	1	
ORTHO_01205	5	0	0	1	
ORTHO_01206	2	2	1	1	
ORTHO_01207	0	5	0	1	
ORTHO_01208	2	2	1	1	
ORTHO_01209	2	0	2	2	
ORTHO_01210	2	1	2	1	
ORTHO_01211	2	2	1	1	
ORTHO_01212	1	3	1	1	
ORTHO_01213	1	3	1	1	
ORTHO_01214	2	2	1	1	
ORTHO_01215	1	3	1	1	
ORTHO_01216	1	3	1	1	
ORTHO_01217	2	2	1	1	
ORTHO_01218	2	2	1	1	
ORTHO_01219	1	2	2	1	
ORTHO_01220	2	2	1	1	
ORTHO_01221	2	1	2	1	
ORTHO_01222	2	1	2	1	
ORTHO_01223	1	2	1	2	
ORTHO_01224	2	1	2	1	
ORTHO_01225	2	2	1	1	
ORTHO_01226	2	2	1	1	
ORTHO_01227	2	2	1	1	
ORTHO_01228	2	2	1	1	
ORTHO_01229	2	1	1	2	
ORTHO_01230	2	2	1	1	
ORTHO_01231	2	2	1	1	
ORTHO_01232	1	2	1	2	
ORTHO_01233	2	2	1	1	
ORTHO_01234	1	3	1	1	
ORTHO_01235	2	2	1	1	
ORTHO_01236	2	1	2	1	
ORTHO_01237	2	1	1	2	
ORTHO_01238	2	2	1	1	
ORTHO_01239	2	2	1	1	
ORTHO_01240	2	2	1	1	
ORTHO_01241	2	2	1	1	
ORTHO_01242	1	3	1	1	
ORTHO_01243	2	0	3	1	
ORTHO_01244	2	2	1	1	
ORTHO_01245	2	3	0	1	
ORTHO_01246	1	1	2	2	
ORTHO_01247	2	2	1	1	
ORTHO_01248	2	2	1	1	
ORTHO_01249	2	2	1	1	
ORTHO_01250	2	1	2	1	
ORTHO_01251	3	0	2	1	
ORTHO_01252	2	1	1	2	
ORTHO_01253	2	2	1	1	
ORTHO_01254	1	2	1	2	
ORTHO_01255	2	2	1	1	
ORTHO_01256	3	1	1	1	
ORTHO_01257	2	1	2	1	
ORTHO_01258	1	2	1	2	
ORTHO_01259	2	2	1	1	
ORTHO_01260	1	3	1	1	
ORTHO_01261	2	2	1	1	
ORTHO_01262	2	2	1	1	
ORTHO_01263	3	1	1	1	
ORTHO_01264	2	2	1	1	
ORTHO_01265	2	2	1	1	
ORTHO_01266	4	1	0	1	
ORTHO_01267	1	2	2	1	
ORTHO_01268	2	2	1	1	
ORTHO_01269	1	3	1	1	
ORTHO_01270	2	2	1	1	
ORTHO_01271	2	2	1	1	
ORTHO_01272	2	2	1	1	
ORTHO_01273	2	2	1	1	
ORTHO_01274	1	4	0	1	
ORTHO_01275	1	3	1	1	
ORTHO_01276	2	1	1	2	
ORTHO_01277	1	1	3	1	
ORTHO_01278	2	2	1	1	
ORTHO_01279	0	3	1	2	
ORTHO_01280	2	2	1	1	
ORTHO_01281	1	3	1	1	
ORTHO_01282	1	3	1	1	
ORTHO_01283	3	1	1	1	
ORTHO_01284	2	2	1	1	
ORTHO_01285	1	3	1	1	
ORTHO_01286	2	2	1	1	
ORTHO_01287	2	3	0	1	
ORTHO_01288	1	3	1	1	
ORTHO_01289	2	2	1	1	
ORTHO_01290	1	3	1	1	
ORTHO_01291	2	1	2	1	
ORTHO_01292	5	0	0	1	
ORTHO_01293	2	2	1	1	
ORTHO_01294	2	2	1	1	
ORTHO_01295	3	1	1	1	
ORTHO_01296	2	2	2	0	
ORTHO_01297	2	2	1	1	
ORTHO_01298	1	3	1	1	
ORTHO_01299	2	2	1	1	
ORTHO_01300	2	2	1	1	
ORTHO_01301	2	2	1	1	
ORTHO_01302	1	3	1	1	
ORTHO_01303	1	3	1	1	
ORTHO_01304	2	2	1	1	
ORTHO_01305	2	2	1	1	
ORTHO_01306	2	1	2	1	
ORTHO_01307	1	3	1	1	
ORTHO_01308	1	5	0	0	
ORTHO_01309	1	2	1	2	
ORTHO_01310	2	2	1	1	
ORTHO_01311	1	1	2	2	
ORTHO_01312	2	2	1	1	
ORTHO_01313	2	2	1	1	
ORTHO_01314	1	3	1	1	
ORTHO_01315	2	2	1	1	
ORTHO_01316	2	1	1	2	
ORTHO_01317	2	1	2	1	
ORTHO_01318	2	2	1	1	
ORTHO_01319	2	1	2	1	
ORTHO_01320	0	2	3	1	
ORTHO_01321	2	1	2	1	
ORTHO_01322	2	2	1	1	
ORTHO_01323	2	2	1	1	
ORTHO_01324	1	3	1	1	
ORTHO_01325	2	2	1	1	
ORTHO_01326	2	2	1	1	
ORTHO_01327	2	1	2	1	
ORTHO_01328	1	2	3	0	
ORTHO_01329	1	2	2	1	
ORTHO_01330	1	2	1	2	
ORTHO_01331	2	2	1	1	
ORTHO_01332	2	2	1	1	
ORTHO_01333	2	2	1	1	
ORTHO_01334	2	2	1	1	
ORTHO_01335	1	2	2	1	
ORTHO_01336	1	3	1	1	
ORTHO_01337	1	3	1	1	
ORTHO_01338	3	1	1	1	
ORTHO_01339	1	1	3	1	
ORTHO_01340	2	2	1	1	
ORTHO_01341	2	2	1	1	
ORTHO_01342	1	3	1	1	
ORTHO_01343	2	2	1	1	
ORTHO_01344	1	1	3	1	
ORTHO_01345	1	2	2	1	
ORTHO_01346	2	2	1	1	
ORTHO_01347	2	2	1	1	
ORTHO_01348	2	1	1	2	
ORTHO_01349	3	1	1	1	
ORTHO_01350	2	2	1	1	
ORTHO_01351	2	1	1	2	
ORTHO_01352	1	3	1	1	
ORTHO_01353	2	2	1	1	
ORTHO_01354	2	2	1	1	
ORTHO_01355	2	1	1	2	
ORTHO_01356	2	2	1	1	
ORTHO_01357	1	1	2	2	
ORTHO_01358	1	1	3	1	
ORTHO_01359	2	2	1	1	
ORTHO_01360	2	2	1	1	
ORTHO_01361	2	2	1	1	
ORTHO_01362	2	2	1	1	
ORTHO_01363	2	1	2	1	
ORTHO_01364	1	3	1	1	
ORTHO_01365	2	2	1	1	
ORTHO_01366	2	2	1	1	
ORTHO_01367	2	2	1	1	
ORTHO_01368	2	2	1	1	
ORTHO_01369	2	2	1	1	
ORTHO_01370	2	1	2	1	
ORTHO_01371	2	1	2	1	
ORTHO_01372	2	4	0	0	
ORTHO_01373	2	2	1	1	
ORTHO_01374	2	1	2	1	
ORTHO_01375	2	2	1	1	
ORTHO_01376	2	2	1	1	
ORTHO_01377	2	2	1	1	
ORTHO_01378	2	2	1	1	
ORTHO_01379	2	1	2	1	
ORTHO_01380	2	1	2	1	
ORTHO_01381	2	2	1	1	
ORTHO_01382	2	2	1	1	
ORTHO_01383	2	1	2	1	
ORTHO_01384	2	2	1	1	
ORTHO_01385	2	2	1	1	
ORTHO_01386	2	1	1	2	
ORTHO_01387	1	3	1	1	
ORTHO_01388	1	3	1	1	
ORTHO_01389	2	2	1	1	
ORTHO_01390	2	2	1	1	
ORTHO_01391	2	2	1	1	
ORTHO_01392	1	3	1	1	
ORTHO_01393	2	2	1	1	
ORTHO_01394	1	2	2	1	
ORTHO_01395	2	2	1	1	
ORTHO_01396	4	0	1	1	
ORTHO_01397	2	2	1	1	
ORTHO_01398	2	3	0	1	
ORTHO_01399	1	2	3	0	
ORTHO_01400	1	2	2	1	
ORTHO_01401	1	2	1	2	
ORTHO_01402	2	2	1	1	
ORTHO_01403	0	0	5	1	
ORTHO_01404	1	3	1	1	
ORTHO_01405	1	2	1	2	
ORTHO_01406	2	2	1	1	
ORTHO_01407	2	1	1	2	
ORTHO_01408	2	2	1	1	
ORTHO_01409	2	2	1	1	
ORTHO_01410	2	2	1	1	
ORTHO_01411	2	1	1	2	
ORTHO_01412	2	1	2	1	
ORTHO_01413	2	2	1	1	
ORTHO_01414	2	1	2	1	
ORTHO_01415	2	1	2	1	
ORTHO_01416	2	2	1	1	
ORTHO_01417	2	2	1	1	
ORTHO_01418	1	2	2	1	
ORTHO_01419	2	2	1	1	
ORTHO_01420	2	2	1	1	
ORTHO_01421	2	2	1	1	
ORTHO_01422	2	2	1	1	
ORTHO_01423	4	0	1	1	
ORTHO_01424	1	2	2	1	
ORTHO_01425	2	2	1	1	
ORTHO_01426	2	1	2	1	
ORTHO_01427	1	3	1	1	
ORTHO_01428	1	2	2	1	
ORTHO_01429	2	2	1	1	
ORTHO_01430	2	1	2	1	
ORTHO_01431	2	2	1	1	
ORTHO_01432	2	1	2	1	
ORTHO_01433	2	2	1	1	
ORTHO_01434	2	2	1	1	
ORTHO_01435	2	1	2	1	
ORTHO_01436	2	2	1	1	
ORTHO_01437	2	2	1	1	
ORTHO_01438	2	2	1	1	
ORTHO_01439	2	2	1	1	
ORTHO_01440	2	2	1	1	
ORTHO_01441	1	2	2	1	
ORTHO_01442	1	3	1	1	
ORTHO_01443	2	2	1	1	
ORTHO_01444	1	3	1	1	
ORTHO_01445	1	3	1	1	
ORTHO_01446	2	2	1	1	
ORTHO_01447	2	2	1	1	
ORTHO_01448	2	2	1	1	
ORTHO_01449	2	1	2	1	
ORTHO_01450	3	1	1	1	
ORTHO_01451	2	1	2	1	
ORTHO_01452	2	2	1	1	
ORTHO_01453	1	3	1	1	
ORTHO_01454	2	2	1	1	
ORTHO_01455	2	1	2	1	
ORTHO_01456	2	1	2	1	
ORTHO_01457	2	2	1	1	
ORTHO_01458	2	2	1	1	
ORTHO_01459	3	2	0	1	
ORTHO_01460	2	2	1	1	
ORTHO_01461	3	1	1	1	
ORTHO_01462	2	2	1	1	
ORTHO_01463	2	2	1	1	
ORTHO_01464	2	2	1	1	
ORTHO_01465	1	3	1	1	
ORTHO_01466	2	1	2	1	
ORTHO_01467	1	2	1	2	
ORTHO_01468	3	0	2	1	
ORTHO_01469	1	2	2	1	
ORTHO_01470	2	2	1	1	
ORTHO_01471	0	3	2	1	
ORTHO_01472	2	2	1	1	
ORTHO_01473	1	3	1	1	
ORTHO_01474	3	1	1	1	
ORTHO_01475	2	2	1	1	
ORTHO_01476	1	2	2	1	
ORTHO_01477	2	2	1	1	
ORTHO_01478	1	1	2	2	
ORTHO_01479	3	1	1	1	
ORTHO_01480	1	3	1	1	
ORTHO_01481	1	3	1	1	
ORTHO_01482	2	1	2	1	
ORTHO_01483	2	2	1	1	
ORTHO_01484	1	2	2	1	
ORTHO_01485	2	2	1	1	
ORTHO_01486	1	1	3	1	
ORTHO_01487	2	3	0	1	
ORTHO_01488	1	3	1	1	
ORTHO_01489	2	1	2	1	
ORTHO_01490	2	2	1	1	
ORTHO_01491	2	2	1	1	
ORTHO_01492	3	1	1	1	
ORTHO_01493	2	2	1	1	
ORTHO_01494	3	1	1	1	
ORTHO_01495	1	4	1	0	
ORTHO_01496	1	3	1	1	
ORTHO_01497	1	3	1	1	
ORTHO_01498	2	2	1	1	
ORTHO_01499	2	2	1	1	
ORTHO_01500	1	3	1	1	
ORTHO_01501	2	2	1	1	
ORTHO_01502	2	2	1	1	
ORTHO_01503	2	2	1	1	
ORTHO_01504	2	2	1	1	
ORTHO_01505	1	2	2	1	
ORTHO_01506	1	3	1	1	
ORTHO_01507	2	1	2	1	
ORTHO_01508	2	2	1	1	
ORTHO_01509	2	2	1	1	
ORTHO_01510	2	1	2	1	
ORTHO_01511	2	2	1	1	
ORTHO_01512	2	2	1	1	
ORTHO_01513	2	2	1	1	
ORTHO_01514	1	3	1	1	
ORTHO_01515	2	2	1	1	
ORTHO_01516	2	2	1	1	
ORTHO_01517	1	2	2	1	
ORTHO_01518	2	2	1	1	
ORTHO_01519	3	1	1	1	
ORTHO_01520	2	1	2	1	
ORTHO_01521	2	2	1	1	
ORTHO_01522	2	2	1	1	
ORTHO_01523	2	2	1	1	
ORTHO_01524	1	3	1	1	
ORTHO_01525	1	3	1	1	
ORTHO_01526	1	3	1	1	
ORTHO_01527	2	2	1	1	
ORTHO_01528	1	3	1	1	
ORTHO_01529	1	3	1	1	
ORTHO_01530	1	3	1	1	
ORTHO_01531	2	1	2	1	
ORTHO_01532	2	2	1	1	
ORTHO_01533	2	2	1	1	
ORTHO_01534	2	2	1	1	
ORTHO_01535	2	2	1	1	
ORTHO_01536	2	2	1	1	
ORTHO_01537	2	2	1	1	
ORTHO_01538	2	2	1	1	
ORTHO_01539	2	2	1	1	
ORTHO_01540	3	1	1	1	
ORTHO_01541	3	0	1	2	
ORTHO_01542	1	3	1	1	
ORTHO_01543	2	2	1	1	
ORTHO_01544	1	3	1	1	
ORTHO_01545	2	1	2	1	
ORTHO_01546	2	2	1	1	
